WeatherCondition,TrafficCongestion,DistanceRemaining,Time_Taken_Hours
Snow,Jam,285.8,32.89
Storm,Medium,772.1,55.14
Fog,High,750.0,42.19
Rain,Jam,6.8,0.55
Snow,Medium,1098.6,66.12
Storm,Medium,604.9,49.62
Snow,Medium,54.4,3.23
Storm,Medium,1369.3,88.69
Storm,Jam,859.3,99.85
Rain,High,1389.4,105.64
Storm,Medium,1249.6,103.05
Clear,High,780.0,40.75
Snow,Low,647.8,33.51
Snow,Jam,1104.0,137.09
Rain,Medium,372.9,17.38
Storm,Jam,685.8,90.43
Rain,High,267.3,17.24
Clear,High,1240.8,55.43
Rain,Low,1436.3,47.21
Storm,Medium,889.0,55.39
Clear,Low,1084.3,30.23
Snow,Medium,973.1,56.82
Rain,High,117.3,8.13
Clear,Jam,1025.9,61.74
Fog,Medium,175.1,9.81
Rain,Medium,1268.4,61.59
Storm,Low,272.7,16.31
Snow,High,1357.9,106.79
Clear,Medium,1135.3,40.32
Snow,Low,878.7,42.04
Fog,High,919.5,64.03
Fog,Jam,996.8,85.97
Storm,Medium,1266.0,97.88
Storm,High,610.0,63.83
Snow,High,768.1,57.01
Rain,Jam,233.3,17.26
Snow,Low,1260.5,51.91
Snow,Low,565.8,26.81
Rain,Jam,1277.6,132.97
Fog,Jam,441.6,48.43
Clear,High,467.7,26.09
Fog,Low,1292.9,52.96
Storm,High,1235.2,126.33
Rain,High,269.3,15.85
Storm,Low,1415.7,77.09
Snow,Medium,886.1,61.93
Storm,Jam,499.4,55.18
Fog,Medium,615.8,30.48
Snow,Low,842.9,49.68
Rain,Medium,966.5,42.42
Rain,High,266.7,15.25
Storm,Jam,955.7,138.36
Fog,Medium,483.2,24.85
Rain,Medium,644.0,30.63
Clear,High,664.7,27.34
Storm,Medium,630.6,45.92
Rain,Low,201.9,7.36
Storm,Low,190.6,14.43
Rain,Medium,510.3,26.09
Clear,Low,859.3,23.04
Rain,High,134.0,8.98
Storm,Low,1351.4,82.54
Snow,High,416.7,35.24
Clear,Jam,1117.1,70.14
Snow,Medium,445.7,27.23
Rain,Jam,772.9,76.56
Clear,Medium,1156.7,46.54
Clear,Medium,1431.8,53.47
Fog,Low,819.5,36.87
Snow,High,78.7,7.49
Clear,Low,729.3,20.87
Snow,Jam,16.4,1.93
Rain,High,216.5,12.31
Clear,Low,1342.8,35.7
Snow,High,645.4,45.85
Fog,Low,720.2,29.99
Snow,Jam,1427.4,190.79
Clear,High,713.3,36.24
Rain,Low,651.1,24.69
Snow,High,431.6,33.72
Snow,High,528.1,37.99
Snow,Low,845.3,41.64
Storm,Low,514.6,34.54
Storm,High,714.9,73.47
Storm,Low,394.2,28.78
Snow,Low,1446.6,77.75
Fog,High,1435.7,99.23
Storm,Medium,1137.3,82.61
Clear,Jam,161.5,10.48
Clear,High,98.0,4.81
Snow,Jam,614.9,58.68
Fog,Medium,803.0,41.44
Fog,High,809.7,53.4
Snow,Low,1415.7,69.34
Snow,Medium,468.6,27.16
Snow,Medium,82.1,5.37
Snow,High,1243.8,106.7
Rain,Jam,131.7,11.39
Clear,Jam,1405.1,82.81
Snow,High,603.2,48.98
Fog,Medium,334.8,16.43
Rain,Jam,1259.0,124.07
Storm,Low,1398.5,72.32
Fog,High,1035.5,77.59
Snow,Medium,150.7,8.6
Clear,Medium,328.4,11.26
Clear,Medium,131.0,4.39
Storm,High,390.0,31.28
Rain,Jam,527.9,34.18
Fog,Low,720.8,35.31
Clear,Medium,1480.0,52.33
Snow,Low,740.4,39.58
Snow,Low,163.5,8.67
Rain,High,1307.3,76.07
Rain,High,378.2,22.43
Rain,Medium,1013.6,50.08
Rain,Low,220.9,8.71
Snow,Jam,671.5,62.04
Snow,Low,159.3,6.59
Rain,High,790.1,50.51
Storm,Medium,767.8,46.55
Snow,Low,1090.2,59.34
Fog,Jam,230.2,18.56
Fog,Medium,1092.5,46.06
Fog,Low,1046.6,42.92
Clear,Low,348.6,10.59
Clear,High,759.6,34.72
Rain,Low,1438.1,46.39
Fog,Medium,151.8,8.7
Storm,High,1489.2,133.77
Clear,Low,564.3,15.21
Clear,High,1293.3,52.64
Snow,Low,1264.9,74.16
Fog,Low,827.5,34.04
Clear,Medium,385.6,13.34
Snow,Medium,107.6,7.49
Rain,Medium,1409.5,57.82
Rain,High,1214.1,88.82
Fog,Low,133.5,5.9
Storm,Medium,1448.8,101.17
Clear,Low,1060.4,32.49
Clear,Jam,336.1,22.56
Rain,High,309.4,18.38
Rain,Jam,327.2,31.84
Snow,Jam,385.9,44.22
Fog,Jam,902.2,74.26
Rain,Low,41.4,1.81
Clear,High,1003.3,40.36
Snow,High,1130.0,87.07
Storm,High,392.8,36.5
Rain,High,376.2,23.29
Snow,Medium,276.7,15.73
Fog,High,903.5,63.65
Clear,Jam,1481.8,79.44
Rain,Jam,108.2,7.17
Fog,Low,45.8,2.17
Fog,Jam,585.1,56.46
Fog,High,1264.5,78.96
Fog,Low,1235.4,55.43
Fog,Medium,1020.9,49.53
Rain,Medium,1058.2,49.72
Clear,High,319.4,16.16
Snow,Medium,1493.5,73.32
Fog,Medium,17.9,0.89
Storm,Low,733.1,44.37
Rain,Low,1208.9,45.59
Clear,Medium,1000.4,34.44
Fog,High,1229.6,78.24
Fog,Jam,281.3,23.51
Rain,Jam,609.0,45.6
Storm,Low,218.1,11.24
Fog,Medium,26.3,1.28
Snow,Medium,251.0,14.29
Clear,Jam,520.9,26.99
Storm,Medium,1222.5,87.01
Snow,Medium,1362.3,77.08
Storm,Medium,193.6,13.28
Fog,Low,923.7,40.07
Fog,Low,91.6,4.25
Snow,Medium,550.7,29.75
Fog,Low,1177.1,46.18
Rain,High,1491.1,96.85
Snow,High,125.9,12.09
Fog,High,502.5,36.19
Fog,Medium,1135.8,59.6
Rain,Jam,1217.4,93.99
Rain,Jam,1346.0,112.85
Storm,High,452.9,46.12
Storm,High,638.5,55.81
Fog,Jam,1129.3,110.64
Rain,Jam,1030.2,85.66
Rain,Low,1099.8,41.36
Clear,Jam,482.9,29.07
Storm,Medium,232.6,14.48
Snow,High,770.3,70.85
Storm,High,629.2,73.84
Fog,Jam,683.5,53.39
Storm,Medium,1107.9,68.18
Snow,Low,904.8,42.21
Clear,High,840.9,34.02
Clear,Low,615.3,17.56
Clear,Medium,1409.9,48.47
Clear,Low,892.6,27.88
Clear,Jam,450.6,26.53
Fog,Medium,1058.2,47.84
Storm,Medium,162.8,12.67
Snow,Jam,1202.8,135.77
Rain,Jam,989.4,68.23
Fog,High,135.7,7.84
Clear,Medium,943.8,35.19
Clear,Low,851.9,26.13
Rain,Jam,1395.4,113.72
Clear,High,1022.9,52.83
Rain,Medium,536.1,22.1
Fog,Low,1205.9,53.0
Clear,Medium,668.7,19.92
Clear,Medium,865.0,31.43
Storm,Jam,1375.3,176.45
Storm,Low,979.6,62.58
Fog,Low,323.4,12.87
Rain,Low,235.3,8.31
Clear,Jam,656.7,39.09
Clear,High,143.9,7.29
Clear,Jam,848.5,53.63
Clear,Jam,1112.5,73.37
Storm,Low,419.1,23.46
Storm,Low,851.2,43.64
Fog,Low,688.3,34.38
Fog,High,1348.9,86.58
Fog,Jam,785.4,66.05
Rain,Medium,458.9,21.76
Fog,Jam,650.9,49.32
Snow,High,379.2,34.95
Snow,Jam,706.6,71.04
Clear,Medium,485.1,14.83
Fog,High,172.1,10.77
Snow,Medium,408.1,28.04
Fog,Jam,381.8,37.3
Fog,Jam,277.0,21.5
Fog,Jam,1489.9,162.75
Snow,High,683.5,56.58
Clear,High,1167.2,48.55
Storm,Jam,1248.6,168.23
Fog,Low,694.2,28.16
Clear,Medium,453.3,17.04
Rain,High,1389.8,74.68
Rain,Jam,518.5,36.56
Snow,Medium,1063.0,67.19
Clear,High,1306.2,56.14
Storm,Low,896.1,48.29
Storm,Medium,125.4,10.78
Rain,High,808.1,41.33
Rain,Medium,547.1,29.29
Clear,High,1493.8,80.42
Storm,Jam,780.4,99.09
Rain,Jam,255.0,24.91
Clear,Medium,840.2,29.16
Rain,Jam,639.4,64.54
Snow,High,191.4,15.28
Snow,Low,88.5,4.62
Storm,Jam,1391.4,182.19
Fog,Low,1308.1,56.57
Rain,Jam,492.2,40.55
Rain,Jam,1414.1,110.07
Clear,Medium,1477.2,51.52
Snow,Medium,96.9,5.21
Fog,Jam,634.3,65.21
Rain,High,487.9,34.82
Fog,High,873.4,61.7
Clear,Low,622.1,18.21
Rain,Medium,87.2,3.39
Fog,Low,833.2,34.16
Clear,Low,899.1,23.11
Storm,Medium,1099.2,87.93
Snow,Low,429.8,25.26
Snow,Jam,19.9,2.18
Fog,Jam,1431.2,138.66
Storm,Medium,771.3,52.67
Clear,Low,7.1,0.2
Snow,Low,1278.1,57.29
Rain,Low,1157.0,47.39
Rain,High,81.8,5.04
Clear,High,1259.1,56.52
Snow,Medium,933.5,53.16
Storm,High,511.5,43.54
Clear,Medium,449.3,16.33
Snow,Jam,1336.1,113.54
Rain,Jam,125.6,11.39
Storm,Medium,163.5,13.11
Rain,High,1167.9,77.88
Storm,Low,475.3,26.91
Rain,Medium,308.6,14.52
Fog,Medium,273.8,12.3
Storm,High,1159.9,92.4
Snow,Medium,676.7,43.43
Fog,Low,1150.8,46.84
Rain,Low,635.5,21.34
Fog,High,507.3,29.38
Storm,Jam,1402.6,190.17
Rain,Jam,33.3,3.12
Fog,Medium,1192.1,66.53
Clear,Jam,1165.5,63.76
Clear,High,939.7,36.95
Fog,High,396.3,25.11
Snow,Jam,823.4,95.51
Fog,Low,753.7,29.84
Fog,Medium,686.4,34.06
Rain,Low,855.7,33.68
Clear,Medium,33.7,1.24
Snow,Jam,1475.8,159.85
Clear,Low,728.6,19.03
Storm,High,529.8,45.67
Fog,Medium,23.4,1.15
Rain,Jam,388.5,29.29
Rain,Medium,615.7,29.09
Clear,High,655.2,25.95
Snow,High,969.5,71.58
Rain,Medium,1261.1,59.66
Snow,Low,202.7,9.85
Clear,Low,1073.7,30.68
Fog,Medium,751.2,43.28
Snow,Low,57.4,2.73
Snow,High,1022.6,84.35
Snow,High,914.0,73.02
Storm,High,448.1,48.38
Clear,High,892.3,41.69
Rain,Low,1248.1,52.93
Storm,Medium,667.7,60.26
Storm,High,1438.3,128.91
Fog,Low,381.2,18.83
Rain,High,1286.3,72.37
Storm,Low,31.0,2.27
Fog,High,71.4,4.5
Storm,Medium,497.5,33.9
Rain,Low,1281.8,47.13
Snow,Low,333.4,15.37
Storm,High,550.4,51.05
Clear,Jam,895.6,51.12
Rain,Medium,1159.7,49.37
Snow,Medium,927.3,52.91
Snow,Low,147.2,6.98
Rain,Low,343.9,12.95
Storm,Low,464.4,26.42
Storm,Jam,979.6,135.44
Storm,Medium,819.6,58.35
Fog,Medium,1161.1,63.45
Fog,Medium,348.2,19.27
Fog,High,1112.4,72.8
Clear,Low,1200.9,36.08
Snow,Low,795.4,43.93
Fog,High,150.5,8.93
Fog,Jam,1102.6,83.61
Clear,High,1025.2,46.06
Rain,Low,1335.9,48.55
Rain,Low,1083.1,43.3
Snow,Jam,59.9,6.55
Storm,High,375.7,41.36
Fog,Low,1056.6,37.16
Fog,Jam,587.9,55.36
Clear,Medium,429.0,14.69
Clear,Low,699.5,21.04
Snow,High,322.2,30.6
Clear,Medium,527.0,18.26
Fog,Medium,613.3,29.35
Clear,Jam,32.2,1.66
Clear,Medium,194.8,6.37
Clear,Medium,728.4,29.23
Rain,Medium,1454.3,64.8
Clear,Medium,137.1,4.23
Clear,Low,1177.5,39.86
Snow,High,489.6,44.71
Fog,Jam,958.9,88.63
Clear,High,1140.3,61.12
Clear,Medium,1366.5,46.29
Snow,Low,1162.9,63.5
Snow,Medium,588.1,38.18
Fog,Medium,824.7,38.68
Snow,High,1234.4,123.95
Storm,Low,1178.4,82.46
Snow,Jam,184.6,21.79
Storm,Jam,1180.7,150.17
Snow,High,598.6,48.19
Clear,Medium,931.2,31.91
Clear,Jam,1265.5,70.04
Storm,Jam,15.4,2.09
Rain,High,1095.0,75.74
Snow,Low,324.1,19.54
Fog,Low,1226.8,52.37
Storm,Low,1176.7,74.83
Fog,Medium,442.0,20.73
Storm,Medium,1053.4,90.23
Snow,Jam,1094.0,89.38
Storm,Medium,1369.8,121.26
Storm,Low,1173.2,81.28
Storm,Low,1442.0,84.12
Rain,High,75.3,5.38
Rain,High,550.8,34.08
Fog,Medium,615.9,28.15
Snow,Low,37.4,1.75
Snow,High,1402.3,97.38
Fog,Low,207.1,9.29
Clear,Medium,558.2,20.48
Fog,Low,710.5,31.13
Rain,Low,724.1,28.31
Snow,Low,494.6,25.2
Snow,Jam,1032.6,115.24
Clear,Jam,784.4,44.95
Storm,High,647.1,62.05
Fog,High,724.7,53.11
Storm,High,352.5,37.5
Clear,Medium,617.4,19.64
Fog,High,205.2,13.37
Fog,High,1378.6,83.95
Snow,Medium,663.4,43.46
Snow,Jam,814.4,90.03
Fog,High,1113.6,78.74
Storm,High,575.9,57.46
Rain,Low,675.9,27.69
Storm,High,834.6,103.2
Fog,Jam,219.7,23.09
Rain,Medium,1496.7,82.23
Fog,Low,638.9,25.82
Storm,Jam,199.9,20.77
Snow,High,870.1,56.95
Snow,Jam,1413.1,180.72
Clear,Jam,191.1,11.03
Snow,Low,839.5,49.49
Storm,Low,616.3,39.75
Rain,Jam,1363.3,120.74
Storm,Low,678.5,46.65
Clear,High,760.8,33.34
Rain,Medium,801.7,37.25
Rain,Low,761.6,26.32
Snow,High,668.4,54.24
Snow,Medium,1474.6,82.59
Clear,High,243.8,10.58
Clear,Medium,1466.3,51.72
Storm,Medium,1038.3,81.37
Clear,Low,1452.4,37.87
Storm,High,583.0,65.08
Fog,Low,463.5,18.25
Rain,High,128.5,8.44
Storm,Jam,985.5,127.98
Rain,Medium,216.5,11.61
Clear,Medium,446.2,15.79
Rain,Low,830.9,32.98
Clear,High,883.6,37.95
Fog,Medium,351.1,18.04
Clear,Jam,1103.6,51.59
Clear,High,1138.9,56.8
Snow,High,1449.0,115.0
Clear,High,302.2,16.37
Clear,Low,843.5,22.45
Fog,Medium,477.3,26.4
Storm,Low,862.3,51.24
Storm,Low,215.2,11.7
Rain,Jam,1159.8,115.24
Snow,High,128.1,9.99
Snow,Jam,946.7,117.59
Storm,Jam,984.2,156.16
Rain,Medium,906.6,42.73
Rain,Jam,637.2,42.93
Snow,Low,1450.7,67.16
Snow,Low,1055.4,54.72
Storm,High,273.4,30.49
Storm,Low,1292.6,73.52
Rain,Low,27.0,1.08
Fog,Jam,192.4,14.16
Clear,Jam,602.8,36.47
Fog,Jam,637.8,61.4
Clear,Low,805.8,21.66
Rain,High,1096.4,59.33
Clear,Jam,1438.2,90.12
Snow,Low,832.3,43.7
Snow,Medium,771.0,41.32
Fog,High,1433.5,91.71
Fog,High,1156.2,79.9
Storm,High,284.7,35.02
Clear,Jam,97.8,5.91
Rain,Low,704.2,25.31
Rain,Medium,1259.1,56.41
Storm,Low,1157.2,65.38
Snow,Jam,1467.6,191.64
Rain,Low,1277.3,55.28
Clear,High,239.2,10.31
Snow,Medium,1023.7,57.14
Storm,Medium,425.0,29.03
Snow,High,969.7,68.9
Storm,Medium,740.1,65.76
Fog,Low,1040.7,49.45
Clear,Medium,294.3,9.15
Snow,Jam,165.3,15.2
Rain,Jam,840.0,52.51
Snow,Low,904.8,41.68
Snow,Medium,842.0,43.09
Fog,Jam,978.5,82.28
Fog,Low,106.4,4.46
Fog,Low,1380.1,62.21
Fog,Low,642.2,24.45
Rain,Low,1115.8,47.48
Fog,Low,174.2,7.91
Snow,Low,1350.1,62.84
Rain,Low,1486.0,57.5
Rain,Medium,499.6,20.6
Clear,High,280.2,13.87
Rain,Medium,1169.6,45.97
Rain,Medium,1123.3,52.07
Rain,Low,390.3,15.2
Clear,Low,1480.6,47.62
Snow,High,211.0,15.98
Clear,Medium,1092.3,38.45
Snow,Medium,1262.7,74.44
Clear,Medium,656.2,20.14
Fog,Medium,1257.7,70.59
Clear,High,288.7,12.04
Rain,Jam,546.9,43.19
Snow,Jam,846.6,79.89
Rain,Jam,289.0,24.99
Clear,Low,1190.3,36.55
Fog,High,846.8,56.89
Rain,Low,1370.5,45.44
Fog,Low,765.3,30.64
Snow,Medium,801.6,46.42
Clear,High,1109.1,49.76
Rain,Medium,186.1,8.06
Storm,Low,681.3,36.88
Rain,High,1288.3,78.43
Rain,Medium,1483.3,64.28
Clear,Jam,1295.2,91.53
Storm,Medium,1156.5,80.64
Rain,Medium,1092.2,49.38
Snow,High,821.2,76.45
Clear,High,241.1,10.51
Clear,High,1066.1,48.73
Rain,Jam,256.6,22.03
Rain,Medium,259.5,12.85
Fog,Low,130.3,5.46
Rain,Jam,1491.6,116.94
Snow,High,430.9,30.01
Storm,High,361.1,37.33
Storm,Low,796.6,46.28
Snow,Medium,737.0,40.2
Fog,Medium,146.9,7.14
Clear,Medium,111.8,3.23
Clear,Jam,1358.6,100.42
Rain,Medium,320.1,14.58
Storm,High,775.0,71.81
Clear,High,26.6,1.11
Clear,Medium,447.9,15.67
Clear,High,1443.9,70.89
Fog,Medium,697.4,38.57
Fog,High,868.2,64.85
Clear,Low,174.1,4.52
Rain,High,760.2,46.84
Rain,Jam,1066.7,82.35
Storm,Low,163.4,8.82
Snow,Low,654.7,38.42
Fog,High,272.4,17.7
Rain,Medium,1118.7,47.65
Snow,High,337.7,30.45
Snow,Low,740.5,35.67
Snow,Medium,14.2,0.79
Snow,Jam,750.8,72.38
Storm,Low,1186.7,63.77
Clear,Medium,327.9,11.21
Fog,Medium,873.3,44.93
Fog,High,166.0,11.05
Clear,Low,1051.3,33.85
Fog,High,185.1,12.94
Clear,Jam,1252.2,81.03
Storm,Medium,893.6,66.73
Storm,High,929.1,105.41
Snow,Jam,444.1,58.46
Snow,Low,1441.2,72.89
Clear,Medium,255.5,8.75
Fog,High,569.4,37.26
Clear,Medium,291.8,8.81
Snow,Low,786.3,38.92
Fog,High,968.1,60.97
Fog,High,1402.9,99.5
Fog,Low,310.9,11.93
Snow,Medium,434.1,22.99
Fog,High,1452.8,97.66
Clear,High,1373.1,65.06
Fog,Medium,585.6,24.92
Snow,Medium,1356.9,82.01
Storm,Medium,1029.9,82.5
Clear,Medium,1205.2,39.15
Rain,Jam,611.4,51.78
Clear,Low,230.9,7.59
Rain,High,616.5,41.72
Storm,Jam,1027.0,137.93
Fog,Jam,1233.2,114.51
Clear,Low,486.3,16.5
Rain,Medium,1082.0,54.55
Snow,High,1234.4,78.09
Storm,High,257.1,24.48
Rain,Low,308.4,10.85
Storm,Jam,547.9,74.98
Rain,Medium,997.1,43.92
Snow,Jam,544.3,49.05
Clear,Medium,1489.5,47.83
Storm,Jam,848.3,105.06
Fog,Medium,455.7,24.32
Snow,Medium,875.9,46.96
Rain,Jam,42.3,3.16
Snow,Jam,270.4,28.75
Clear,High,1492.5,65.52
Snow,Low,933.9,44.71
Snow,Medium,667.5,34.74
Fog,Medium,337.3,17.02
Snow,High,423.9,37.62
Rain,Medium,37.8,1.63
Rain,Jam,715.1,49.08
Clear,Low,783.7,19.67
Fog,Jam,427.6,34.53
Rain,Jam,1130.8,78.32
Snow,High,211.0,19.88
Clear,High,1191.6,56.06
Storm,Medium,1260.3,95.41
Snow,High,1330.5,90.49
Rain,Low,1490.6,60.02
Rain,Jam,729.5,71.05
Clear,Low,857.7,28.07
Clear,Low,964.2,27.64
Fog,Medium,971.5,48.06
Snow,Medium,342.0,17.87
Rain,Low,1215.1,55.98
Rain,High,692.9,39.63
Fog,High,67.6,4.65
Fog,Jam,940.8,68.91
Fog,Medium,1387.4,67.12
Rain,High,1375.9,99.7
Snow,Low,527.9,21.78
Snow,Low,332.6,17.03
Clear,Jam,1293.1,70.18
Rain,High,345.3,22.69
Storm,Medium,1453.1,114.94
Clear,High,772.0,33.12
Snow,Medium,278.7,18.96
Rain,High,396.4,21.17
Clear,High,1229.1,62.28
Snow,Medium,1193.1,80.81
Snow,Low,468.8,24.63
Snow,Low,930.3,45.6
Storm,High,310.2,29.92
Clear,Low,1079.1,32.69
Fog,Jam,1140.9,122.69
Storm,Jam,674.0,99.05
Clear,Low,1140.1,28.95
Rain,High,1482.0,92.98
Storm,Medium,748.3,52.91
Rain,Jam,959.1,62.11
Fog,High,717.5,47.23
Rain,Jam,66.5,4.78
Clear,Jam,1445.2,84.27
Snow,Jam,1008.1,118.34
Fog,Medium,79.6,3.92
Clear,Jam,772.5,49.59
Storm,Low,632.3,34.77
Clear,Jam,1443.2,90.29
Storm,High,972.5,85.79
Fog,High,500.5,32.48
Rain,High,761.6,46.65
Storm,Medium,430.7,37.22
Storm,Jam,885.2,138.3
Fog,Jam,745.7,74.93
Fog,High,237.9,15.34
Storm,Medium,1231.8,75.22
Rain,High,979.8,68.51
Rain,Jam,157.8,12.87
Storm,Jam,754.9,113.17
Rain,Medium,1361.7,62.36
Storm,Medium,486.7,40.69
Snow,High,827.7,65.17
Storm,Jam,1301.7,170.26
Snow,High,612.8,59.08
Storm,High,1210.9,93.42
Fog,Low,1228.5,48.05
Storm,Low,1439.8,98.52
Fog,Jam,394.4,41.44
Rain,Medium,891.6,42.74
Clear,Low,334.8,8.25
Snow,Medium,735.0,38.37
Snow,Low,337.5,16.54
Rain,Jam,448.8,36.69
Snow,Jam,1435.2,193.27
Storm,Low,661.8,35.86
Clear,Low,538.8,17.3
Rain,Medium,818.8,35.6
Rain,High,741.8,40.45
Snow,Low,1443.7,66.02
Clear,Jam,1088.9,70.02
Snow,Medium,7.4,0.41
Rain,High,171.6,8.6
Fog,Medium,1232.1,56.59
Fog,Medium,1034.5,48.66
Snow,Jam,437.7,60.74
Storm,Jam,682.7,103.27
Snow,Low,451.6,21.9
Clear,Medium,195.7,6.65
Fog,Low,427.1,19.54
Clear,High,1044.6,52.17
Storm,Low,590.3,31.53
Fog,High,1151.2,74.24
Fog,High,572.5,37.3
Storm,Low,1154.7,68.8
Rain,High,1207.1,71.15
Rain,Jam,18.0,1.26
Rain,High,936.0,51.35
Rain,Low,1072.6,38.11
Fog,Jam,365.3,29.02
Clear,High,172.1,7.33
Clear,Jam,1156.5,77.2
Rain,High,525.1,33.76
Fog,Jam,95.7,8.21
Fog,Jam,944.3,86.2
Storm,Jam,418.9,60.76
Fog,Jam,49.7,4.51
Fog,High,374.1,24.37
Clear,Medium,1342.2,45.52
Storm,High,441.6,45.26
Rain,Jam,459.0,36.79
Fog,Jam,1417.6,122.71
Fog,Jam,316.6,31.45
Snow,Jam,285.4,24.15
Fog,High,551.8,36.59
Rain,Medium,532.1,24.84
Snow,Low,736.1,33.52
Fog,Jam,1228.3,122.14
Clear,Jam,848.8,48.83
Fog,High,687.3,49.86
Rain,High,896.9,58.98
Rain,Jam,960.4,67.5
Fog,Medium,1221.3,58.95
Clear,Low,356.5,10.63
Snow,Low,1441.7,65.13
Rain,Medium,924.9,43.49
Rain,Medium,50.7,2.43
Fog,High,974.8,67.64
Rain,Medium,13.0,0.58
Clear,Jam,591.7,38.67
Fog,Jam,156.0,13.83
Rain,Medium,26.8,1.2
Snow,High,1194.2,108.54
Snow,Medium,281.4,20.13
Storm,Low,599.5,41.7
Fog,High,125.0,7.88
Fog,High,990.7,62.5
Rain,Medium,1253.4,66.43
Storm,Medium,800.4,68.81
Snow,Medium,1404.6,85.18
Fog,Medium,59.0,3.0
Clear,Medium,1401.0,49.99
Fog,Low,1313.6,61.72
Clear,Low,598.2,16.04
Rain,Low,864.1,37.98
Fog,Jam,1325.7,110.46
Fog,High,109.4,7.04
Storm,High,18.9,1.55
Rain,Medium,1240.2,64.48
Storm,High,1271.7,131.43
Clear,High,1154.2,51.92
Storm,High,770.7,79.47
Storm,Medium,1475.2,109.54
Storm,High,1454.9,165.88
Storm,Low,1008.0,72.7
Storm,Low,889.2,50.37
Storm,Low,1274.3,78.32
Fog,Low,980.3,37.83
Clear,High,315.2,16.35
Snow,High,1276.6,116.61
Fog,Medium,859.1,43.54
Storm,Low,847.5,60.65
Clear,Jam,1147.8,60.59
Fog,Medium,1462.4,71.45
Clear,Low,1310.7,37.55
Snow,Jam,998.5,87.48
Clear,Low,1074.0,30.37
Fog,Jam,1106.1,96.79
Snow,Low,901.7,47.27
Fog,Medium,939.3,46.97
Fog,Jam,263.2,26.24
Snow,Low,678.8,39.36
Snow,High,416.6,29.09
Snow,Jam,1271.6,137.07
Clear,Jam,999.5,58.76
Storm,High,462.4,47.05
Rain,Low,1022.5,39.99
Fog,Medium,1431.5,69.41
Rain,Low,870.6,32.24
Storm,Medium,841.0,64.32
Rain,High,470.8,24.05
Snow,Medium,17.6,1.07
Fog,Low,627.5,26.49
Clear,High,1235.0,54.54
Fog,Jam,1284.9,107.71
Rain,Jam,11.7,1.0
Fog,Jam,558.8,52.06
Fog,Jam,455.4,32.63
Fog,High,779.9,40.63
Storm,High,406.3,32.18
Storm,Low,1173.2,76.67
Rain,Low,686.1,22.59
Fog,Medium,608.5,26.75
Rain,Medium,1153.4,49.36
Rain,Low,1110.2,36.02
Rain,Medium,321.7,13.34
Snow,Jam,8.2,0.94
Storm,Medium,1333.6,106.68
Clear,Jam,1117.1,80.72
Clear,High,780.2,35.4
Snow,Jam,1174.3,154.7
Snow,Jam,27.7,3.39
Snow,Low,1374.7,69.76
Clear,Jam,469.4,26.85
Fog,Low,870.8,37.6
Fog,High,808.3,51.07
Fog,Jam,1318.4,109.26
Fog,High,355.9,26.2
Clear,High,1365.8,62.48
Clear,High,84.5,4.31
Storm,Medium,296.9,24.66
Rain,High,758.2,48.89
Clear,Medium,1192.3,41.42
Storm,Jam,1256.5,156.61
Storm,Jam,1358.4,183.0
Clear,Low,462.0,13.76
Rain,Medium,957.4,42.53
Storm,High,337.8,39.82
Clear,Low,54.4,1.7
Clear,Jam,1112.4,69.78
Snow,Low,1291.0,75.55
Snow,Low,654.3,32.66
Storm,High,1118.9,141.16
Clear,High,1197.0,52.75
Snow,High,735.5,58.95
Fog,Jam,578.1,42.87
Fog,High,54.4,3.22
Clear,Medium,840.5,31.06
Snow,Low,814.5,40.36
Snow,High,359.5,27.36
Rain,High,67.3,4.33
Rain,Medium,1276.8,60.82
Clear,Medium,1184.0,45.46
Storm,Low,569.2,35.84
Snow,Low,749.7,41.57
Storm,Medium,619.0,39.7
Snow,Medium,103.9,5.75
Rain,Jam,1478.8,124.69
Fog,Jam,1492.0,137.87
Rain,Jam,512.4,39.66
Fog,Low,743.6,27.62
Fog,Medium,982.4,49.57
Storm,High,1242.8,128.71
Rain,Low,314.2,11.93
Rain,Low,1149.1,47.16
Snow,Medium,875.3,50.79
Clear,Medium,630.5,18.94
Rain,Medium,1032.3,43.52
Clear,High,914.2,46.83
Rain,Medium,740.7,35.09
Rain,Jam,405.3,25.97
Storm,High,33.0,4.04
Clear,Jam,972.8,60.51
Rain,Low,241.8,9.35
Rain,Jam,1479.1,124.84
Storm,Jam,1195.0,138.12
Storm,Jam,140.2,17.74
Snow,Jam,956.7,95.97
Snow,Medium,776.0,44.25
Clear,High,639.8,34.27
Storm,Jam,1424.6,188.02
Rain,Low,1030.4,45.53
Rain,Jam,256.2,21.86
Rain,Jam,131.1,11.71
Snow,Medium,543.8,37.65
Rain,Jam,829.5,58.2
Clear,Low,942.7,25.54
Rain,High,1246.6,77.1
Clear,Jam,676.7,45.59
Rain,Jam,978.3,78.69
Snow,High,531.2,38.01
Clear,Jam,1468.5,87.76
Snow,Medium,1491.3,92.03
Clear,Low,341.5,10.74
Fog,Medium,455.0,22.3
Snow,Jam,726.3,79.69
Snow,Low,408.7,20.31
Snow,Low,1491.8,79.63
Clear,Medium,407.5,12.26
Snow,Low,1389.1,62.05
Fog,High,965.2,66.6
Snow,Low,187.0,10.33
Snow,High,1401.2,107.19
Clear,High,43.5,2.0
Fog,Medium,569.2,31.24
